,Season,Episode,Character,Line,prob
24053,17,5,Cartman,thats not a crane its a dick and balls,95.51090598106384
24054,17,5,Butters,heheh yeah ,0.10720406426116824
24055,17,5,Kyle,mom ike did it again i dont know whats going on with him but its like he hates me,2.9729241505265236
24056,17,5,Sheila,oh kyle your little brother is getting older hes not a baby anymore,0.06592796416953206
24057,17,5,Kyle,i know but he posted a message of me with a schlong on my head,0.12669464340433478
24058,17,5,Sheila,its natural bubbe part of getting older is finding ways to assert your independence you know why dont you go and try to talk to him  you can win him over again ,0.07186130969785154
24059,17,5,Kyle,hey ike hows it going,0.12293840991333127
24060,17,5,Ike,get out of my room kyle im on my computer ,0.06564410286955535
24061,17,5,Kyle,i just wanted to see if maybe you want to do fingerpaints with me,0.06793794455006719
24062,17,5,Ike,do i look like i wanna do fuckin fingerpaints  look at the fuckin zits on my face,97.90295362472534
24063,17,5,Kyle,ike i just want us to be friends again,0.07319015567190945
24064,17,5,Ike,then stop harassing me bro you dont know what its like to be a baby goin through puberty i dont know whether to watch yo gabba gabba or go out and tame some strange,0.9616652503609657
24065,17,5,Kyle,yeah lets watch yo gabba gabba like old times,0.0873014039825648
24066,17,5,Ike,dancy dance is my favorite,0.07792375981807709
24067,17,5,Kyle,it always has been see this is nice ,0.09353947243653238
24068,17,5,Ike,who would you rather fuck  foofa or toodee,97.8253424167633
24069,17,5,Kyle,what,0.4976789001375437
24070,17,5,Ike,i wanna fuck foofa  i wouldnt wanna fuck toodee shes a dike you can tell but foofa man  i bet shes got some sweet strange  i dont even know what the fuck muno is,97.55218625068665
24071,17,5,Kyle,ike is that chewing tobacco,1.6351943835616112
24072,17,5,Ike,what you gonna fuckin narc and tell mom,97.94452786445618
24073,17,5,Kyle,no i just dont think its healthy,30.68716526031494
24074,17,5,Ike,thats cause you dont understand shit  i knew this was a bad idea  im gonna watch yo gabba gabba in my roomsy,96.87064290046692
24075,17,5,Mr. Mackey,come in mkay,0.13138457434251904
24076,17,5,Kyle,mr mackey can i talk to you,0.06250193109735847
24077,17,5,Mr. Mackey,ohkay have you set up a counseling appointment on intellilink,0.058518676087260246
24078,17,5,Kyle,no,0.24813299532979727
24079,17,5,Mr. Mackey,ookay thats fine thats fine we can use intellilink to see whats available lets see counseling request students make appointment  okay ah whoops okay  se  students make appointalala here we go make make appointment  kay here we go kay what do you need counseling with,0.06393991643562913
24080,17,5,Kyle,its my little brother hes really changing and i feel like,0.15857763355597854
24081,17,5,Mr. Mackey,okay ill click on family issues what time did you want counseling,0.0650478235911578
24082,17,5,Kyle,right now,0.40815151296555996
24083,17,5,Mr. Mackey,ookay aaand what is your brothers intelligrated smart name,0.19757382106035948
24084,17,5,Kyle,i dont know,0.2207964425906539
24085,17,5,Mr. Mackey,alright i can do a lookup for the name  go back main menu  oh damnit okay now back  set no set appointment okay speakers off  okay  okay what is your smart name kyle,0.5559402052313089
24086,17,5,Kyle,what,0.4976789001375437
24087,17,5,Mr. Mackey,sorry kyle were gonna need to maybe go somewhere else  find an intellilink panel somewhere,0.06898678839206696
24088,17,5,Mr. Mackey,okay lets see lights  mood  start counseling timer  okay there we go okay we got it  okay now kyle you had some concerns about your little brother,0.0737152760848403
24089,17,5,Kyle,hes just changing a lot he walks around angry telling me im stupid and and all he talks about is sex,77.45237350463867
24090,17,5,Mr. Mackey,well it sounds like hes hittin puberty,0.202428107149899
24091,17,5,Kyle,yeah he just seems so young,0.08723870269022882
24092,17,5,Mr. Mackey,well your brother is canadian perhaps canadian puberty is a little different why dont you educate yourself about canadian puberty and it could be somethin yeeyou and your brother can actually do together mkay  you know this is the first time ive been able to do counseling aaand go to the bathroom at the same time intellilink is amazing,0.09155971929430962
24093,17,5,Minister,hello young people and welcome to the most fascinating time of your life you have braved the trials of childhood and now you are reaching canadian puberty by now youve probably noticed some changes in your body for instance when you fart your dick gets hard  other physical changes are happening to your body as well if youre a boy you may notice that your testicles ache or if youre a girl you may notice a tingling sensation in your strange,4.510912299156189
24094,17,5,Ike,this is stupid bro i already know all this,96.40458226203918
24095,17,5,Kyle,lets just give it a chance ike,0.130075856577605
24096,17,5,Minister,going through canadian puberty you may notice that your voice is starting to change as well youre saying things like hey boddy and hey guy because now that youre older youre discovering that someone who was once your buddy is now your guy and someone who you used to call guy is quickly becoming your friend  but now lets discuss how a man and a woman make love  first a man and a woman fall in love then the man farts on the womans strange  filling the womans strange with air so that the woman can queef on the mans face  and a baby is born  the entire process can take up to six months a  its what  thats not how a baby is born  whats semen  well then why did my wife queef on my face  she said it was to   well then why would sh  im gonna get to the bottom of this ,0.28668162412941456
24097,17,5,Minister,make me look like an idiot will you,66.52452349662781
24098,17,5,Minister,ey you told me you queefed on my face because because thats how babies are born,0.6238861009478569
24099,17,5,Wife,i was being sarcastic,24.38448816537857
24100,17,5,Minister,being sarcastic i just told a million canadian teenages thats how its done,2.064751088619232
24101,17,5,Wife,i was angry because you never listen to me because i wanted you to go with me to therapy and you never go,0.510006258264184
24102,17,5,Minister,fine you want me to go with you to therapy fine,0.15432790387421846
24103,17,5,Minister,totally embarrassing and degrading she queefed right in my face,9.791473299264908
24104,17,5,Therapist,well maybe you should spend less time at work making public health films and more time at home,0.09916787967085838
24105,17,5,Kyle,what the fuck is going on,98.13669323921204
24106,17,5,Ike,youre fucking stupid kyle ,96.83399796485901
24107,17,5,Kyle,i dont know what else to do dude no matter what i try me and ike just seem to drift further apart,0.08453952032141387
24108,17,5,Stan,he doesnt ever want to play with you anymore,0.6105352193117142
24109,17,5,Kyle,he doesnt even let me near him,0.6725110113620758
24110,17,5,Cartman,that sucks dude,98.29422235488892
24111,17,5,Kyle,what,0.4976789001375437
24112,17,5,Cartman,i said that sucks dude,92.24910736083984
24113,17,5,Kyle,oh thanks ,0.11089685140177608
24114,17,5,Mr. Mackey,okay there we go thats cut the speakers off now what was it you were trying to do kyle,0.11556344106793404
24115,17,5,Kyle,i was trying to make an appointment to see the principal about getting excused on friday so i can take my brother to go see yo gabba gabba live,0.06133713759481907
24116,17,5,Mr. Garrison,mr mackey can he just go talk to the principal,0.06454692920669913
24117,17,5,Mr. Mackey,no this is gonna work i called intellilink and they said they were sending over an engineer ,0.062221509870141745
24118,17,5,Cody,is this classroom 7,0.07143687107600272
24119,17,5,Mr. Mackey,yes,0.11784621747210622
24120,17,5,Cody,my names cody im your smartnician youre havin some intelliproblems with your astutelinks,0.20526356529444456
24121,17,5,Mr. Mackey,yeah a student is trying to make an appointment to see the principal mkay,0.06176252500154078
24122,17,5,Cody, h well heres the problem your amsrtnames arent intelligrated ,1.3588251546025276
24123,17,5,Mr. Mackey,oh i see,0.10155892232432961
24124,17,5,Cody,if you wanna have those intelligrated with easylink you might wanna upgrade your system to the silver package,0.07101817755028605
24125,17,5,Mr. Mackey, i i needed the silver package okay okay can we do that,0.07451993878930807
24126,17,5,Cody,let my call my supervisor on the intelliphone ,0.061009114142507315
24127,17,5,Kyle,hey ike,0.33767567947506905
24128,17,5,Ike,get out of my room kyle im playing trucks,0.0669048517011106
24129,17,5,Kyle,ike im sorry but i couldnt get us out of school friday i cant take you to yo gabba gabba live,0.06453040987253189
24130,17,5,Ike,you promised,0.09073905530385673
24131,17,5,Kyle,i couldnt get in to see the principal ike,0.07195003563538194
24132,17,5,Ike,well what am i supposed to do see it myself im a little baby whos gonna hold my fuckin hand you dont give a shit about how i feel,94.36222314834595
24133,17,5,Kyle,ike i do i just,0.915322732180357
24134,17,5,Ike,you just love pushing me around is that what you wanna do kyle kick the baby well alrighty bro come on kyle kick the baby  come on bro kick the fuckin baby lets see you try it wuss,98.4230101108551
24135,17,5,Plex,hey muno what should we do now,0.1040262053720653
24136,17,5,Muno,lets play cool cool trick,0.08114552474580705
24137,17,5,Plex,aaaall right who out in the audience has a cool cool trick to show us  whats your name little boy,0.08775066817179322
24138,17,5,Ryan,my name is ryan,0.07517259800806642
24139,17,5,Plex,and what is your cool cool trick ryan,0.08729816763661802
24140,17,5,Ryan,my cool cool trick is that i can jp in the air  lets see you jp in the air ,0.09119374444708228
24141,17,5,Plex,and whats your name little boy,0.09423973388038576
24142,17,5,Ike,ike broflovski,0.1526885898783803
24143,17,5,Plex,do you have a cool trick,0.0824590097181499
24144,17,5,Ike,yeah for my cool cool trick im gonna tame foofas strange,0.06895990227349102
24145,17,5,Plex,tame mo what,1.5016376972198486
24146,17,5,Ike,i can tame foofas strange bro,0.09252569871023297
24147,17,5,Plex,hh alright lets see our friend ike tame foofas strange ,0.1380551722832024
24148,17,5,Kyle,ike no stop,1.1123618111014366
24149,17,5,Plex,oh i see youre actually  wait oh my god what are you doing no no no  what are you doing to foofa no,0.6902477703988552
24150,17,5,Plex,now you listen here little boy it is never okay to take off your clothes and grind on another person,73.98079037666321
24151,17,5,Toodee,no thats wrong,1.2879464775323868
24152,17,5,Plex,dont do it,0.43409494683146477
24153,17,5,Brobee, ,0.16088983975350857
24154,17,5,Kyle,were so sorry please forgive my little brother hes going through puberty,0.09485941845923662
24155,17,5,Muno,a little young for that isnt he,0.27793264016509056
24156,17,5,Kyle,thats what i thought,0.2360123209655285
24157,17,5,Ike,this is stupid bro  foofa shouldnt be limiting herself to little kids shes fuckin fine dude ,98.01817536354065
24158,17,5,Plex,what you did was very traatic for foofa isnt that right foofa  foofa,23.453648388385773
24159,17,5,Foofa,hes right plex were getting older i dont wanna do the little kid thing the rest of my life,0.19059559563174844
24160,17,5,Brobee,foofa what are you talking about,3.2610751688480377
24161,17,5,Foofa,its time for us to start playing to older people maybe we need to be edgier have a little sex appeal,0.8165404200553894
24162,17,5,Toodee,foofa no,0.918116606771946
24163,17,5,Foofa,im an artist and if all i ever do is play to kids then ill be a joke  i have to move on ,8.233755081892014
24164,17,5,Plex,oh god what has this little boy done,51.33238434791565
24165,17,5,Minister,i try not to think about it rick i try to just forget aboot it and then move on but i cant i mean she queefed right in my face,0.601789727807045
24166,17,5,Rick,have you and your wife seen a therapist together,0.05907737649977207
24167,17,5,Minister,yes we went but i just cant erase the memory of my helpless face being queefed on like that whos to say she wont do it again,0.54398481734097
24168,17,5,Rick,dont you think this has something to do with your new job,0.10268344776704907
24169,17,5,Minister,what do you mean,0.3485238878056407
24170,17,5,Rick,theres more to this terry a lady never queefs in her lords face without some major cause you started as the canadian minister of health and three months later your wife queefed in your face theres a connection,0.3624016186222434
24171,17,5,Terry,i took the job to try and make canadas health care system better what could that have to do with my wife,0.08821720257401466
24172,17,5,Rick,terry im your friend and im not just your friend im also your boddy,0.08546028402633965
24173,17,5,Terry,thanks guy,0.08730219560675323
24174,17,5,Rick,and im telling you theres more to this than you think  and if you want to save your marriage and your face you need to figure it out quick,1.5714354813098907
24175,17,5,Principal Victoria,mr mackey so far the school has spent  22000 on the intellilink system and so far its been an unmitigated disaster,1.8677610903978348
24176,17,5,Mr. Mackey,well yeah but see the problem is not everyone is not everyone is signed on to it yet,0.10698421392589808
24177,17,5,Mr. Adler,they cant sign on to it because every time they try they make the sprinklers go off,85.09165644645691
24178,17,5,Mr. Mackey,i know that intellilink has had some hiccups kay but ive hired a new faculty member whose sole responsibility will be to oversee the intellilink system and make sure it runs smoothly i want you all to meet pat conners ,0.05866664578206837
24179,17,5,Pat,hello everyone,0.08359477506019175
24180,17,5,Mr. Mackey,dont hello us pat this system that youre responsible for now isnt working out so  what the hell are you gonna do about it,46.79790735244751
24181,17,5,Pat,oh well im just sort of getting acclimated to the situation and i,0.06302320398390293
24182,17,5,Mr. Mackey,getting acclimated  do you know how much money we wated on that thing how about you take some damned responsibility get the hell out of here pat youre fired get out  well how the hell are we gonna clean up pats mess i guess i dunno i guess we got no choice mkay were just gonna need to the upgrade to the intellilink gold package ,84.97946262359619
24183,17,5,Principal Victoria,oh noo,0.132359832059592
24184,17,5,Mr. Mackey,no see its a 10000 upgrade but it should clean up all of pats mistakes,2.345677651464939
24185,17,5,Coach,mr mackey lets be clear intellilink was your idea you should admit it was a bad one and stop being so defensive,1.172709185630083
24186,17,5,Mr. Mackey,well ih its good to be a little defensive around you miles mkay lets lets not forget that your wife died of an accident while you were drinking on a hike nkay,0.48705413937568665
24187,17,5,Miles,hey now listen here,0.1563486410304904
24188,17,5,Mr. Mackey,no now you listen to me  intellilink is a great idea and we just need the goddamned gold package we are doublin down,2.7900243178009987
24189,17,5,Anchor,you are watching e entertainment news god knows why  shes all grown up and she wants you to know it from kids show star to sex symbol yo gabba gabbas foofa is ready to rock  shes been seen out partying photographed smoking pot and now foofa has announced a raunchy performance on the mtv video music awards foofas new manager claims the mtv performance will be one for the record books,5.138824135065079
24190,17,5,Ike,foofas got that nice shaved strange that you just wanna get in and tame the second you see it,68.6835765838623
24191,17,5,Anchor,the video awards are at 8 pm tomorrow,0.05818403442390263
24192,17,5,Foofa,oh this is so exciting,0.08582992595620453
24193,17,5,Ike,told you itd go over well,0.09332142071798444
24194,17,5,Kyle,excuse me but ike has homework hes supposed to be doing,0.09334729984402657
24195,17,5,Ike,shut up kyle just ignore my little brother,2.1939853206276894
24196,17,5,Kyle,im your big brother ike ,0.10395369026809931
24197,17,5,Ike,answer the door twerp ,0.07833674317225814
24198,17,5,Plex,can i talk to you,0.07001053309068084
24199,17,5,Kyle,im sorry but right now im feeling,0.23292710538953543
24200,17,5,Plex,foofa ,0.2851049182936549
24201,17,5,Brobee,thank you dude,0.07869407418183982
24202,17,5,Muno,oh thank god,0.22416370920836926
24203,17,5,Toodee,heey,0.17677003052085638
24204,17,5,Kyle,hey,0.12699293438345194
24205,17,5,Plex,foofa what is this about you going on the mtv video awards,0.16028860118240118
24206,17,5,Foofa,im done being a kiddie star,16.613483428955078
24207,17,5,Plex,foofa you dont have to show your strange to get attention,0.38337488658726215
24208,17,5,Ike,you just dont get it cause youre a robot plex,81.11841082572937
24209,17,5,Plex,alright you wont listen to us but maybe youll listen to our special guest sinéad oconnor ,10.1101353764534
24210,17,5,Sinéad,dont do it foofa dont sell out your strange to those corporate bastards,98.54474663734436
24211,17,5,Ike,awww screw off sinéad oconnor no one gives a crap about you,97.39599823951721
24212,17,5,Plex,dont show your strange on tv,0.8125954307615757
24213,17,5,Troupe,dont show your strange,0.4223862662911415
24214,17,5,Plex,your strange is for your husband not for all the world to see,0.21440181881189346
24215,17,5,Troupe,dont show your strange on tv,0.8125954307615757
24216,17,5,Sinéad,im looking for a boyfriend looking for a boyfriend,0.06955909775570035
24217,17,5,Kyle,will you get out of my living room please  hello,0.10076559847220778
24218,17,5,Terry,have you ever had someone you love queef in your face ,0.4971905145794153
24219,17,5,Kyle,what,0.4976789001375437
24220,17,5,Terry,im sorry im calling everyone in the canadian health care system to find out if theyre pleased with their health care is this  ike broflovski,0.09370234911330044
24221,17,5,Kyle,no this is his brother,0.1474506687372923
24222,17,5,Terry,your brother receives his medication from us so we just wanna be sure hes satisfied with the service,0.08881856338120997
24223,17,5,Kyle,satisfied with  wait a minute what medication,0.4204842261970043
24224,17,5,Terry,before this meeting continues i should have you be aware that my face has tested positive for queefie sores,0.13936010655015707
24225,17,5,Kyle,ah im sorry but i dont really care i just want to know what medication my little has been getting from you and why,64.64521884918213
24226,17,5,Terry,people all over the world get their medication from canada,0.1016929280012846
24227,17,5,Kyle,yeah but something is wrong with my brother and it might be your fault,55.24715185165405
24228,17,5,Terry,thats impossible the canadian health care system is completely integrated and streamlined with intellilink ,0.07430234109051526
24229,17,5,Kyle,you use intellilink oh my god will you check his records please,0.085761136142537
24230,17,5,Terry,sure no problem  now what is your brothers canadian medicares smartname,0.08209405932575464
24231,17,5,Kyle,i dunno  try strangetamer,0.09616942843422294
24232,17,5,Terry,strangetamer   yep there it is  ahh yes here we go i see your little brother has a constipation problem and has been taking a daily laxative since last may  ah yes im afraid intellilink mixed that up and your brother has been receiving large doses of hormones that were supposed to go to an athlete in the northeast,0.13205864233896136
24233,17,5,Kyle,are you saying that ike has been given regular doses of hormones because of an intellilink screwup,1.8795710057020187
24234,17,5,Terry,yes thats right,0.17005265690386295
24235,17,5,Kyle,that system is totally screwed up and does nothing but wreak havoc,67.85160303115845
24236,17,5,Terry,its fine  it works fine just give it some time  god you sound like my wife  my my wife,1.3908060267567635
24237,17,5,Rick,that must be it dont you see terry that health care integration system has made you defensive and hostile and your wifes been puttin up with it,19.64072734117508
24238,17,5,Terry,and thats why she queefed in my face,59.44421887397766
24239,17,5,Kyle,excuse me if my little brother has been getting some athletes hormones then who has been getting ikes medication,0.49361088313162327
24240,17,5,Announcer,tom brady looking sluggish again today not sure what his problem has been lately,0.07094681495800614
24241,17,5,Tom Brady,blue 28  blue 28,0.11116322129964828
24242,17,5,Commentator,yeah definitely not looking as strong and virile as he has in the past tom,0.09954243432730436
24243,17,5,Tom Brady,huthuuuut  hike,0.09903946192935109
24244,17,5,Announcer,brady steps back to pass  hes got an open man at the 40 yard line ,0.06181378266774118
24245,17,5,Commentator,and whatever is wrong with tom brady just seems to be getting worse  go broncos,0.34848314244300127
24246,17,5,Cody,okay there we go  your students can buy school lunches now but they wont be able to get grades,2.920421026647091
24247,17,5,Mr. Mackey,no they have to be able to get grades,0.5547365173697472
24248,17,5,Cody,well what you prbably wanna do is upgrade to intellilink platin,0.08570766658522189
24249,17,5,Mr. Mackey,no theres no more upgrades mkay i just want this  to work,0.4802534356713295
24250,17,5,Cody,what exactly do you mean by work,0.08850852027535439
24251,17,5,Mr. Mackey,i just want students to be able to make appointments to see the counselor be able to see the school norse in the easiest most streamlined fashion,0.07414991850964725
24252,17,5,Cody,oh you want the centurion package thats where we take all the intellilink panels and we rip them off the walls and we burn them then we wipe all the computers of intellilink software and you never deal with us again,84.99544262886047
24253,17,5,Mr. Mackey,alright upgrade me to the centurion package,0.08106994209811091
24254,17,5,Cody,right away  well alright sir heres a clipboard you can use for students to sign up for counseling  and i wanna thank you for choosing intellilink ,0.06777566159144044
24255,17,5,Announcer,the mtv video music awards will be back with a performance from yo gabba gabbas foofa singing pound my sweet strange,0.06730202003382146
24256,17,5,Stage hand,two minutes foofa,0.13510024873539805
24257,17,5,Foofa,thanks oh my here we go ,0.07880995399318635
24258,17,5,Kyle,ike  wait ,0.1293621025979519
24259,17,5,Ike,get out of here dude,94.87665891647339
24260,17,5,Kyle,ike theres been a mistake you dont understand,0.14951798366382718
24261,17,5,Ike,no you dont understand wuss why cant you just let me grow up why do you keep harassing me,22.105686366558075
24262,17,5,Kyle,because youre my little brother godddamnit  and even when im fifty and youre fortyfive youre still gonna be my little brother,0.10742954909801483
24263,17,5,Host,all right yall here comes our next big act,0.09274043841287494
24264,17,5,Kyle,ike i dont care if you wanna grow up i just wanna be by your side while you do it,0.3072767052799463
24265,17,5,Host,give it up for the sexiest bitch on earth its foofa,98.49971532821655
24266,17,5,Foofa,come on ike ike,0.1620027469471097
24267,17,5,Ike,hes right foofa part of growing up is rebelling but im gonna get older whether i like it or not so why push it i think im just gonna let it happen naturally ,0.17765825614333153
24268,17,5,Yo Gabba Gabba,yaaaaay,0.15548933297395706
24269,17,5,Brobee,foofa ,0.2851049182936549
24270,17,5,Foofa,come on come on and pound my strange pound it like this  pound it like that,2.8974484652280807
24271,17,5,Terry,it was a mistake,0.17376255709677935
24272,17,5,Wife,what,0.4976789001375437
24273,17,5,Terry,trying to reform canadas health care system and being too stubborn to admit that it wasnt working and even when my wife said the system was too complicated i wouldnt listen,0.4019269719719887
24274,17,5,Wife,oh terry i was just trying to get your attention im sorry i queefed in your face,0.1445713685825467
24275,17,5,Terry,i deserved it anyone who thinks streamlining health care into an integreated health care system would go smoothly deserves a giant queef in their face thank you my lady,53.218960762023926
24276,17,5,Wife,so intellilink is gone my lord,0.0713551533408463
24277,17,5,Terry,yes ive upgraded to the gold package within no time canadians everywhere will be getting their correct medications and going back to normal,0.11805654503405094
24278,17,5,Kyle,ike,0.5232617724686861
24279,17,5,Ike,kyle its dora the explorer,0.1080972608178854
24280,17,5,Dora,come on lets climb the mountain,0.07526439148932695
24281,17,5,Kyle,it sure is do you want me to watch it with you ike,0.09257477940991521
24282,17,5,Ike,yaaay ,0.14335887972265482
24283,17,5,Dora,we made it all the way to the top,0.0694426940754056
24284,17,5,Ike,oh man i wouldnt mind hittin that i bet shes got that hot puerto rican strange ,72.87940979003906
24285,17,5,Kyle,yeah i bet she does,0.4055601544678211
24286,17,5,Ike,yaaaay,0.14130291528999805
24287,17,6,Cartman,hey everyone excuse me  everybody can i just have a second of your time please everyone listen up  listen everybody i  i owe kyle a big apology and i i wanna do it in fromt of everyone because ugh i was wrong kyle,0.08585724863223732
24288,17,6,Kyle,about what,0.13994703767821193
24289,17,6,Cartman,im afraid that kyle and i got into a little disagreement yesterday yeah yeah its pretty nasty and  i was totally wrong and you were right kyle i thought only hans could be gingers is davin here davin miller  oh yeah there you are i own an apology to you too davin when kyle said that hans werent the only species that can have light skin and freckles i totally laughed in his face but it turns out kyle was right there are other animals that can be ginger as well i didnt believe it i guess i didnt want to believe it but this morning i saw a redhaired lightskinned cow and i owe you kyle and you davin my sincerest apology,0.4083546809852123
24290,17,6,Craig,where did you find a redhaired cow,26.806887984275818
24291,17,6,Cartman,oh would you would you guys like to see it,0.09435329702682793
24292,17,6,Cartman,there there it is right there see a redheaded cow ,32.199499011039734
24293,17,6,Butters,whoa look at it,0.7614141330122948
24294,17,6,Cartman,you were right kyle a ginger cow i shall never question your keen intellect again,5.054578185081482
24295,17,6,Craig,wow thats pretty trippy,0.2668513683602214
24296,17,6,Cartman,yes yeah be sure to get some pictures of it  im pretty sure this occurs only rarely in nature ,0.07289223722182214
24297,17,6,Kyle,alright cartman jokes over ,0.09849651250988245
24298,17,6,Cartman,what what joke this is real,0.5410911981016397
24299,17,6,Kyle,tell everyone you made the cow look like that,54.92570400238037
24300,17,6,Cartman,no  no you were right kyle i was wrong,0.21166156511753798
24301,17,6,Butters,boy eric i sure do admire your courage to admit when you made a mistake,0.080070027615875
24302,17,6,Cartman,thank you butters ,0.09805187582969666
24303,17,6,Craig,i gotta show this to my mom ,0.07557296776212752
24304,17,6,Butters,lets go get the kindergartners  theyre gonna wanna see this too ,0.08908130694180727
24305,17,6,Cartman,yeah be sure to show everyone guys its really amazing heheh too good too too good,0.07048054249025881
24306,17,6,Kyle,even the dbest lie can have big consequences,0.23991800844669342
24307,17,6,Cartman,yes youre right kyle im sure that that is going to have earthshattering consequences heheheheh ,0.2718274248763919
24308,17,6,Mr. Mackey,your attention please will kyle broflovski report to the principals office,0.05770238349214196
24309,17,6,Kyle,h,0.22288775071501732
24310,17,6,Mr. Mackey,kyle broflovski to the principals office please kay,0.0571901910007
24311,17,6,Butters,hohoh whatd you do kyle,0.19808749202638865
24312,17,6,Kyle,nothing ,0.5929399747401476
24313,17,6,Butters,busted,2.2990627214312553
24314,17,6,Mr. Mackey,ah thanks for comin kyle,0.06476386333815753
24315,17,6,Kyle,wuwhats going on,0.1401345361955464
24316,17,6,Principal Victoria,kyle these men have apparently come all the way from israel to speak with me but we need a translator,0.08180458098649979
24317,17,6,Kyle,i dont speak hebrew,0.08459874661639333
24318,17,6,Mr. Mackey,kyle please try your best it seems pretty important  this boy kay is jew kay jew like you kay please  please try speak to jew,0.2666880842298269
24319,17,6,Rabbi 1,were just trying to tell them that we come on very urgent business ,0.06922229658812284
24320,17,6,Mr. Mackey,anything,0.36530664656311274
24321,17,6,Kyle,he said they come on urgent business,0.06744787096977234
24322,17,6,Principal Victoria,ohh what does he need,19.665303826332092
24323,17,6,Rabbi 2,look we believe that this school has something which is of the utmost importance to our people we wish to see the red cow,0.8426947519183159
24324,17,6,Kyle,the red oh come on you cant possibly be here for that,3.762686625123024
24325,17,6,Principal Victoria,for what what did he say kyle,0.11143177980557084
24326,17,6,Rabbi 1,please you must understand the fate of the world is at stake  the coming of a red heifer is the nost holy sign in all of judaism it signals the beginning of the end it is not just our religion but islam and christianity as well they all agree on one thing  that the red heifer means the end of times,80.87952136993408
24327,17,6,Mr. Mackey,you catch any of that kyle ,0.8069369941949844
24328,17,6,Kyle,its right over here by ,0.12852222425863147
24329,17,6,Rabbi 2,oh my holy shmear ,0.09908434003591537
24330,17,6,Rabbi 2,the muslims they beat us here ,14.018197357654572
24331,17,6,Mr. Mackey,whats goin on kyle,0.19285788293927908
24332,17,6,Kyle,he said the muslims beat them here  god damn it,96.98055982589722
24333,17,6,Rabbi 2,step away you all know what this means,0.13155525084584951
24334,17,6,Cleric 1,yes and you know you are about to die,1.7071614041924477
24335,17,6,Kyle,hold on everybody this thing isnt even a,2.8704138472676277
24336,17,6,Rabbi 1,dont touch it ,1.481316238641739
24337,17,6,Cartman,well i just ran to the school and told everyone hey theres a redheaded cow outside you should all see it,0.6473606452345848
24338,17,6,Kyle,cartman stop you dont know what youre doing,1.2899970635771751
24339,17,6,Cartman,im pretty sure that this cow could make ginger cheese which is like a swiss cheese except instead of holes it has freckles ,15.316274762153625
24340,17,6,Kyle,noooo,0.1585290883667767
24341,17,6,Rabbi 4,the muslims and the christians are calling for a meeting to discuss the terms of war,0.1240837387740612
24342,17,6,Rabbi 2,very well let us meet to discuss how the world as we know it ends,0.07611727924086154
24343,17,6,Rabbi 1,alright so far we agree therell be no automatic rifles no shanks and no chemical weapons,0.2198337111622095
24344,17,6,Cleric 2,if there can be no chemical weapons then the christians can use no nuclear weapons ,56.360191106796265
24345,17,6,Bishop,come on without nuclear weapons what kind of final armageddon is this gonna be ,2.091696299612522
24346,17,6,Rabbi 3,but couldnt we agree on nonballistic nuclear weapons only,0.33495319075882435
24347,17,6,Bishop,yeah i suppose thats fine,0.12350066099315882
24348,17,6,Cleric 2,that makes sense,0.11338304029777646
24349,17,6,Rabbi 1,nonballistic nuclear only alright now on to prisoners are we all agreeing to decapitations,60.038381814956665
24350,17,6,Israeli,of course we are what do you think this is,0.6196741480380297
24351,17,6,Others,yeah come on just get to it,0.12348525924608111
24352,17,6,Cleric 3,wait a minute wait a minute has anyone noticed something we are all in a room together talking  has it occurred to anyone else that this prophecy which amazingly is in all three religions could actually be meant to bring us together,0.08634317782707512
24353,17,6,Bishop,the prophecy says the red heifer signals the end  could it mean the end of war,0.32684681937098503
24354,17,6,Rabbi 1,if the cow is sacrificed in israel according to the prophecy then perhaps it could bring about peace,57.71504044532776
24355,17,6,Anderson Cooper,after all the years of holy wars and hatred a possibility for peace in the middle east in the past 48 hours jews muslims and christians have met in israel to sort out their differences it may be a rocky road but many say the chance for peace is real and all because of a red cow discovered by a young boy here in the us well be back with more on these amazing developments after this ,0.10157813085243106
24356,17,6,Cartman,hey kyle yyou got a minute,0.11637111892923713
24357,17,6,Kyle,yeah ,0.18280656076967716
24358,17,6,Cartman,ive gotta tell you something kyle the redheaded cow isnt real i made him up,89.24522995948792
24359,17,6,Kyle,no shit,96.87579870223999
24360,17,6,Cartman,i totally lied kyle and when you asked me if i had lied i looked you right in the eye and said no i owe you an apology and i mean it,0.21499639842659235
24361,17,6,Kyle,well it its okay theres no denying it all worked out for the best this time a,0.12644256930798292
24362,17,6,Cartman,no no kyle you said that its never for the best remember that and youre right youre right kyle,0.23400243371725082
24363,17,6,Kyle,oh no nohoho no cartman dont you do this the middle east is finally at peace,0.5626987665891647
24364,17,6,Cartman,but its not true kyle im being serious i really think i have to tell the truth i i dont know how i can live with this i dont think i can unless eh unless i dont know mmmaybe you ccalled your mom a fat skank  maybe if youd said that to your mom and told her that her tits belonged in a morgue then maybe somehow i could live with this lie,57.96549320220947
24365,17,6,Kyle,dude go to hell,98.24009537696838
24366,17,6,Cartman,youre right youre right kyle i should just tell the truth and be done with it ,4.161076620221138
24367,17,6,Kyle,wwwait ,0.1547651714645326
24368,17,6,Kyle,mom,0.35845323000103235
24369,17,6,Sheila,hi bubbe,0.08768196566961706
24370,17,6,Kyle,mom theres sssomething i need to tttell you,0.0650991452857852
24371,17,6,Sheila,what is it kyle,0.20008436404168606
